BiogeographicRealm.realm,ConservationActionsDocumentation.narrative,HabitatDocumentation.narrative,MapStatus.status,PopulationDocumentation.narrative,PopulationTrend.value,RangeDocumentation.narrative,RedListAssessmentDate.value,RedListCriteria.critVersion,RedListCriteria.dataDeficientReason,RedListCriteria.isManual,RedListCriteria.manualCategory,RedListCriteria.manualCriteria,RedListCriteria.possiblyExtinct,RedListCriteria.possiblyExtinctCandidate,RedListCriteria.yearLastSeen,RedListRationale.value,RedListReasonsForChange.catCritChanges,RedListReasonsForChange.changeReasons,RedListReasonsForChange.otherReason,RedListReasonsForChange.timeframe,RedListReasonsForChange.type,System.value,ThreatsDocumentation.value,UseTradeDocumentation.value,internal_taxon_id
Afrotropical,"Occurs within the protected areas of Hottentots-Holland Reserve, Kogelberg Nature Reserve, Cedarberg Nature Reserve and&#160; Table Mountain National Park. Alien invasive trees are being removed from parts of the species' range and this is proving effective. These activities should continue. Research into population numbers and range, biology and ecology, habitat status, threats, and trends/monitoring of this species would be valuable. Habitat and site-based actions are also required.",Sluggish reaches of rivers with well-vegetated banks.,Missing,Current population size and trends are unknown. This is a locally common species.,Unknown,"South African western Cape endemic. A record of <em>E. frenulata</em> from southwest Angola belongs to a different, undescribed species (see <em>Elattoneura</em> sp.). Known only from the Hawequas Mountains in the Western Cape. Around half the range occurs outside protected areas and half within protected areas. The range area is restricted.",01/04/2007,3.1,,true,LC,,false,false,,"Although this species has a limited range, it can be locally common and has a relatively high tolerance of different habitat types.&#160; It&#160; extent of occurrence is less than 5,000 km². Many river systems in the Cape suffer from anthropogenic influences. However, efforts are underway to improve habitat (through alien invasive tree removal) and the species does not qualify for a threatened listing at present. It is currently Least Concern.",,,,,,Terrestrial|Freshwater (=Inland waters),"Alien predatory fish (e.g., trout, bass), alien invasive trees (e.g., <em>Acacia mearnsii</em>) and human encroachment on habitats outside of reserves through urbanization are known threats to the species.",,63216
Afrotropical,"No conservation measures known but research into population numbers and range, threats, conservation measures, and trends/monitoring would be valuable.","Lentic waters with floating vegetation such as <em>Myriophyllum</em>, including reservoirs with trout.",,Current population size and trends are unknown.,Increasing,"This species is endemic to South Africa, occurring in highveld grassland areas.",01/04/2007,3.1,,true,LC,,false,false,,"It appears that this endemic, South African species benefits from some human activities (i.e., breeding in man-made fish lakes). No threats are known to be affecting the population at present and it is assessed as Least Concern.",,,,,,Terrestrial|Freshwater (=Inland waters),Current threats are unknown.,,63218
,,,,,,,01/01/2004,3.1,,true,CR,,false,false,,,,,,,,,,,63219
Afrotropical,"Further searches are urgently required, but the chances of relocating it appear to be ever slimmer. The removal of alien invasive trees is very beneficial for this species and should continue. Research into habitat status, population numbers and range, and trends/monitoring of the species would be valuable. Habitat and site-based actions are also required.",Pools in braids of streams with abundance of sedges.,Missing,Few individuals have been recorded (Pinhey 1984b). The only known extant population has fewer than 50 individuals (Samways <em>et al.</em> 2005).,Decreasing,"Previously this species was known only from the type locality (Sevenweeks Port, Western Cape, South Africa), where it was collected between 1932 and 1936; and from one female, which was taken at Franschhoek in 1962 (Pinhey 1984b). Between 1962 and 2003, the species was not rediscovered despite intensive searches throughout the Western Cape between 1993 and 2000. A suggestion that it occurred in the Hermans area was not confirmed, and indeed streams in this area have undergone major disturbance in recent years. In November 2003, the species was rediscovered at a new site (on the Dutoitsriveier near Villiersdorp) where invasive alien trees have been removed.",01/04/2007,3.1,,true,CR,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",false,false,,"The species was not recorded between 1962 and 2003, despite intensive searches, even at its type locality. It has apparently been lost from the only two sites it was previously known from, but in December 2003 it was discovered in a new site. Habitat is under threat from cattle farming, forestry plantations, alien invasive vegetation and possibly canalization of streams. The only known location where the species currently occurs has had alien invasive trees removed, however its area of occupancy is less than 200 m². Should it be lost from this site, which is not a formal reserve, it would not be known from any locality (although not necessarily Extinct). It is clearly extremely sensitive to disturbance. It is listed as Critically Endangered.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"This species appears to face multiple threats, including loss of habitat due to cattle farming and plantation forestry, overgrowth of riverbanks by alien invasive trees (Samways and Taylor 2004), groundwater abstraction and possibly canalization of streams and predation from an alien trout.",,63219
,,,,,,,30/04/2004,3.1,,true,LC,,false,false,,"In 1996, <em>Ecchlorolestes nylephtha</em> was assessed as Lower Risk, near threatened (LR/nt). Since then, further searches have been conducted and more subpopulations have been found, all within protected areas. With the virtual cessation of natural forest removal and continued forest protection, this species currently appears to be safe.",,New Information,,,Nongenuine Change,,,,6973
Afrotropical,"Current protection of natural forest is maintaining the species' habitat and cessation of all natural forest removal is critical. Restoration of natural forest edges may enable it to expand its area of occupancy. Research into population numbers and range, and trends/monitoring of this species would also be valuable.","This is an unusual odonata species for South Africa in that it inhabits small, fern-fringed streams in the deep shade of the forest at relatively southerly latitudes (<em>ca</em> 34°S).",Missing,"Population size is unknown, but with the protection of the Tsitsikamma Forest, range and population size appear to have stabilized (Samways 2006 in press).",Stable,"The species is endemic to South Africa. The original geographical range of this species has probably been reduced through removal of the Cape forests. Currently the species is known from streams near Storms River and in the Tsitsikamma Forest (Western Cape and Eastern Cape) (Samways 2006 in press), and Marloth Nature Reserve. It was recently discovered at Swellendam. The current known range is around 400 km².",01/04/2007,3.1,,true,NT,,false,false,,"<em>Ecchlorolestes nylephtha</em> has undergone a contraction of its range, such that it is now restricted to a range of around 400 km². It is now known to occur in Marloth Nature Reserve (where there is limited timber extraction), near Storms River, and in the Tsitsikamma Forest. Within its range it occupies a very specific microhabitat (fern-lined streams). It moves from Least Concern to Near Threatened based on new information about its more specific habitat requirements within the forest and its restricted range that has been reduced.",,New Information,,,Nongenuine Change,Terrestrial|Freshwater (=Inland waters),"Renewed natural forest removal would be a severe future threat, but currently this is considered to have minimal impact.",,6973
,,,,,,,30/04/2004,3.1,,true,VU,D2,false,false,,"In 1996, <em>Ecchlorolestes peringueyi</em> was assessed as Endangered (EN B1+2c). Improved information has resulted in the species being downlisted to Vulnerable.
<br/>
<br/>Earlier last century, the species was known from many more localities. Although now known from three localities, all in protected areas, a relatively small increase in threats to the streams in which it lives could jeopardize its future.",,New Information,,,Nongenuine Change,,,,6975
Afrotropical,"The population occurs within protected areas (Hottentots-Holland Reserve, Kogelberg Nature Reserve, Cedarberg Nature Reserve, Table Mountain National Park). Population levels should be monitored regularly. There must be no further encroachment of plantation forestry or introduction of trout. Fish-farming enterprises in Jonkershoek and Du Toit' s Kloof are of concern. The removal of alien invasive trees, is of great benefit to this species.","The species is now known from several locations with clear, shallow streams with an abundance of large, lichen-covered boulders (Samways 2006 in press).",Missing,"Population size is unknown, however its population appears to have stabilised in both range and size.",Stable,"The species is endemic to South Africa. It is only known from the mountains in the West Cape, this species could never have been abundant as it is such a habitat specialist. From early records (Pinhey 1984) it was nevertheless at many more localities than it is today, having disappeared in particular from the Rawsonville area. Today it is known only from small, boulder-filled streams in the upper reaches of small rivers in the Cape Fold mountains (Samways 2006 in press).",01/04/2007,3.1,,true,VU,D2,false,false,,"Earlier last century, <em>Ecchlorolestes peringueyi</em> was known from many more localities than are known at present. It is now known from several localities, all within protected areas. Its population appears to have stabilized, however it still has a restricted range and it is kept in the Vulnerable category until it can be certain that the population is showing a real recovery. Ongoing alien riparian tree removal is important to this species.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),There are several threats which are also synergistic. Alien invasive trees (pines and <em>Acacia longifolia</em>) shade the habitat and alien invasive rainbow trout are predators. The former threat of habitat removal (mostly for plantation forestry) has largely subsided.,,6975
Afrotropical|Palearctic,"No conservation measures are known to be in place or needed for this species but research on population ecology, habitat status and population trends would be valuable.","This lotic species is restricted to moderately flowing waters and spring outlets bordered by rushes and reeds (small spring brooks, streams and rivers), along which the males patrol continuously up and down, searching for prey and females. Sometimes recorded on pools created by springs.",Done,Population size is unknown.,Unknown,"<span style=""font-style: italic;"">A</span><em>nax speratus</em> is widespread from South Africa to east Africa (Sudan,&#160;Eritrea, Ethiopia) and reaches the southwest of the Arabian Peninsula (Yemen and Saudi Arabia).",29/04/2012,3.1,,true,LC,,false,false,,"<em>Anax speratus</em>&#160;is a widespread African species with no known major widespread threats, although destruction of spring habitats (brooks, ponds) in some part of its range may affect the species in the future (Martens <em>et al.</em> 2010, Schneider, pers. obs.), but it is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"Habitat loss and degradation due to groundwater extraction and water pollution are threats to the species, however, these are not considered to be significantly affecting the global population at present.",This species is not utilized.,59813
Afrotropical|Palearctic,No conservation measures are known but monitoring of population trends would be valuable.,"It has been recorded from open pools and streams, often in seasonal habitats.",Done,Population size is unknown.,Unknown,"<em>Lestes pallidus</em> is widespread in sub-Saharan and Sahelian Africa and reaches Arabia. It appears to be the only <em>Lestes </em>extending deep into the Sahel (Mauritania, Niger).&#160;In central Africa, it is assumed in the northern parts of the Democratic Republic of Congo, Republic of the Congo and Central African Republic, but this remains to be proven.&#160;In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda and Malawi and is assumed in Burundi.&#160;In northeastern Africa, the species is recorded from Ethiopia and Sudan and is assumed in Somalia.&#160;In southern Africa, the species is widespread and has been recorded from all countries in the region.&#160;In western Africa, it is&#160;likely&#160;to be widespread across the region. It was recorded only twice in the Arabian Peninsula&#160;in the north of Yemen and the south-west of Saudi Arabia (Waterston 1984).",29/04/2012,3.1,,true,LC,,false,false,,<em>Lestes pallidus</em> is a widespread species with no known major widespread threats and is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"Drainage, water abstraction for agriculture and domestic uses and destruction of swampy habitats due to agriculture are impacts to the species, although these are not considered to be major at global level.",This species is not utilized.,59902
Afrotropical|Palearctic,"No conservation measures are known but information on population ecology, habitat status and population trends, and habitat/site based conservation would be valuable.","At the global scale, the species is known from various habitats in bush, woodland and forest.",Done,Its global population size is unknown.,Unknown,"<em>Crocothemis sanguinolenta</em>&#160;is widespread all over Africa south of the Sahel, where it is present and often common in nearly all countries, including Madagascar. It shows a relict area in the Levant (13 localities known along the Jordan rift) and is&#160;scattered&#160;in the south of the Arabian Peninsula. A former Libyan record (1935) has proved to refer to <em>Crocothemis erythraea</em> and not <em>C. sanguinolenta</em> upon control of the collected specimen (Stephan Ober in litt.).",29/04/2012,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"There are no major threats known to the species at the global level, but drainage and destruction of swampy habitats due to agriculture and water pollution are potential impacts at the local level.",This species is not utilized.,59860
Afrotropical|Palearctic,There is no information available on conservation measure already in place or proposed for this species.,"The species is known from nearly all kinds of&#160;freshwater&#160;habitats (e.g., slow-flowing rivers and their backwaters and swamps, marshes, permanent and temporary pools, ponds, small dams and springs).",Done,There is no information available.,Unknown,"<em>Orthetrum caffrum</em> ranges from southern Africa and Madagascar to the Sahel and the southwest of the Arabian Peninsula. To the west, the species was recently proven to reach the Atlantic coast in Gambia.",13/03/2012,3.1,,true,LC,,false,false,,"This is a widespread species, with no known major widespread threats, that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The species is widespread and not threatened at the global scale,&#160;although&#160;it can locally decrease or turn extinct due to water abstraction and pollution, and destruction of its habitats due to agriculture.",This species is not utilized.,59952
Afrotropical|Palearctic,"This is a widespread and common species and no specific actions are required at the global scale.&#160;However,&#160;local declines may occur due to pollution, agriculture and water abstraction. Taxonomic investigations about the status of&#160;Iraqi&#160;populations would be recommended.","<em>Orthetrum trinacria</em> is well adapted to various fresh and brackish&#160;slow-flowing and standing waters, including flood plain backwaters (oxbow lakes, seasonally inundated depressions on river sides), pools and permanent sections of discontinuous and temporary flowing rivers, large man-made dam lakes, large permanent rivers, irrigation&#160;ditches&#160;and collecting channels and cisterns in oases. It is still able to develop under high salinity (150% of that of sea water (Suhling&#160;<em>et al.</em> 2003)). The larval period is short so that the species is able to reproduce successfully in temporary water bodies.&#160;<em>Orthetrum trinacria</em>&#160;is therefore&#160;well adapted to&#160;littoral dune lakes and&#160;desert and semi-desert environments with temporary waters showing increasing salt concentrations from the rainy season to the dry season.",Incomplete,This Afrotropical species is generally met in large colonies where it is found in Africa and southern Europe.,Unknown,"<em>Orthetrum trinacria</em> is widespread throughout the whole of Africa, except in the tropical rainforest,&#160;and the Middle East,&#160;and reaches the south of Europe. The easternmost localities are in western Iran, the northernmost ones in northern Sardinia. Former records from Anatolia are doubtful but recent&#160;authenticated&#160;records from northern Syria, southern Turkey, Greece, Malta and south west Iberia point toward a recent expansion and increase in density of the species to the north, probably due both to climate warming and construction of new man-made pools which are promptly colonized.",10/04/2012,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. Therefore, it is assessed as Least Concern.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"Habitat modification caused by agriculture and water pollution are impacts to the species, although it is not considered to be affecting the species at global level.",This species is not utilized.,59965
Afrotropical|Palearctic,"No conservation action is presently needed for this widespread species but research into population size and trends would be valuable as the species is often found at temporary ponds and pools, which are unstable habitats at various time scales&#160;and are easily destroyed&#160;by agriculture and water&#160;over-consumption. Monitoring actions may be&#160;locally&#160;useful.","The species favours shallow reedy and grassy swamps, ponds and pools, even temporary ones.",Done,Global population size is unknown.,Unknown,<em>Palpopleura deceptor</em> is an Afrotropical species which is widespread from the north of South-Africa to the Sahel. The northern limit of its range runs from the Senegal River to central Sudan and Ethiopia. Further east the species was recorded once from the south west of the Arabian Peninsula&#160;(Schneider and Krupp 1993).,15/03/2012,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"This is a widespread species which is well adapted to temporary waters in semi-desert and savannah environments and is not threatened at the global scale. Drainage and destruction of swampy habitats caused by agriculture, and water pollution, are local threats to the species, however these are not expected to affect the population at the global scale at present.",This species is not utilized.,59967
Afrotropical|Palearctic,This species doesn't need conservation actions but new information on its genetic variability and its relation to closely related taxa would be welcome.,"<em>Trithemis annulata</em> is an opportunist and&#160;ubiquitous&#160;species which is found in any type of freshwater whether standing or running. In Tunisia imagoes have been found at brackish running waters with a salinity reaching almost 0.9%, but it is not known whether they reproduce there.&#160;The larval period is short so that the species is able to reproduce successfully in temporary water bodies.",Incomplete,The species is widespread and very abundant throughout its range. It expands its range to the north due to the present global warming.,Increasing,"<em>Trithemis annulata</em> is one of the most widespread and common species in Africa, Arabia and in the Mediterranean countries. Its eastern limit is in Iran, where it begins to be replaced by its Asian close relative <em>T. aurora</em>.",11/04/2012,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats and is therefore unlikely to be declining fast enough to qualify for listing in a threatened category.  It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"<em>Trithemis annulata</em>&#160;is not threatened at the global scale, although local decrease and extinction may occur due to habitat destruction and water pollution.",This species is not utilized.,60052
Afrotropical|Palearctic,No conservation action is needed at present.,The species occurs in freshwater ponds and lakes and at permanent pools in temporary flowing wadis. It is also found along irrigation channels and ditches in oases and near large rivers.,Incomplete,The species is widespread and common over most of its range.,Stable,"<em>Trithemis arteriosa</em> is one of the most widespread and common dragonflies in Africa, southern Europe and the Arabian Peninsula. In East Africa the species is  common and widespread in Kenya, Tanzania, Uganda, and Malawi. Its  occurrence in Burundi is assumed. It extends to southern Turkey, Crete in Greece (Boudot pers. comm.) and Iran.",13/03/2012,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats and that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The species is not threatened at the global scale, although excessive use of&#160;water by humans and pollution may cause the species to decline at local level.",This species is not utilized.,60053
Afrotropical|Indomalayan|Palearctic,This&#160;opportunistic&#160;and ubiquitous species doesn't need conservation actions.,"<em>Trithemis kirbyi</em> is an opportunistic species which rapidly colonizes all kinds of freshwater habitats. The larvae develop in&#160;perennial and&#160;temporary&#160;desert waters&#160;thanks to a short larval period (less than 50 days).&#160;It&#160;is the most common species in all kinds of desert freshwater.&#160;Adults are found at&#160;pools,&#160;ponds,&#160;swimming pools and water tanks as well as&#160;along wadis, brooks, streams and&#160;rivers. They settle on boulders and rocks or perch on&#160;twigs of&#160;reeds and rush.",Incomplete,"The species was always common in large parts of its African and Arabian range and increased during the last 50 years in the Maghreb, then recently (2008) crossed the Straight of Gibraltar to settle in Spain and the Mediterranean to reach Sardinia. European populations are still low but will probably increase during the next decades due to global warming.",Increasing,"<em>Trithemis kirbyi</em>&#160;is widespread from Africa (except in rainforest areas) to India. The species' range is extending to the north and it recently began to spread in southern Europe (southern Spain, Sardinia). Surprisingly, it doesn't occur in the Levant and large parts of the Middle-East.",13/03/2012,3.1,,true,LC,,false,false,,This ubiquitous and nomadic species is widespread with no known major widespread threats; thus doesn't qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The species is not threatened at the global scale, although&#160;pollution&#160;and over use of&#160;water by humans may cause the species to decline locally.",This species is not utilized.,60062
Afrotropical|Indomalayan|Palearctic,"Population trends should be monitored, particularly on the margins of the species' range and in the Mediterranean area (Spain, Morocco, Levant, Turkey, Arabia) and India and Pakistan, where the species is present in disjunct populations.&#160;The ecology and behaviour of the species have been imperfectly studied and need further investigation.","Streams and rivers in bush, savannah, woodland and thin forest, often above or near rapids.",Done,The species is widespread but its population size is unknown.,Unknown,"The species is widespread in Africa and reaches southern Europe, the Middle East, Arabia and&#160;India. It is not known from&#160;Madagascar&#160;but is resident in La Réunion and Mauritius and Socotra.",10/04/2012,3.1,,true,LC,,false,false,,"The species is assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category. However, margin areas and disjunct populations deserve particular attention and monitoring.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The species is threatened in some parts of its range (e.g. the European populations), but it is not thought to have widespread threats at the global scale.",This species is not utilized.,60078
Afrotropical|Indomalayan|Palearctic,This is a widespread and mobile species which doesn't need protection actions at the global scale.,"The species is found at pools, ponds, marshes, lake margins and water tanks. Typical reproducing habitats are grassy marshes and ponds, but the species may be found anywhere during migrations and vagrancy.",Missing,Population size is unknown but the species is a strong and&#160;widespread&#160;migrant.,Unknown,"<em>Tramea basilaris</em> is widespread in the whole of sub-Saharan Africa, extending to Arabia and the whole Oriental region thanks to its strong migrating power (Pakistan, India, Malaysia, Japan). Similarly, the species is able to use the trade winds to reach the&#160;Caribbean&#160;and South Americas, where it was caught in Suriname,&#160;Guadeloupe&#160;and Martinique (Meurgey and Picard 2011).",06/04/2012,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Drainage and destruction of swampy habitats caused by agriculture are threats to the species.,This species is not utilized.,60049
Afrotropical|Palearctic,No conservation action is needed at the global scale but assessment of population size and trend should be better understood. The former taxonomic splitting should be&#160;re-evaluated&#160;by means of modern genetic studies.,The species favours marshes and grassy shallow pools and ponds and slow-flowing waters with helophytes and submerged hydrophytes.,Incomplete,The species is rather common but population size is unknown.,,"<em>Rhyothemis semihyalina</em>&#160;is an Afrotropical species widespread in Africa, Middle  East, southern Asia, and Indian Ocean Islands. In East Africa the  species is common and widespread in Kenya, Tanzania, Uganda, and Malawi.  Its occurrence in Burundi is assumed. It ranges from South Africa (including Madagascar) to the Sahel, where its northern limit runs from Senegal to Ethiopia and Somalia. Disjunct localities were known in north east Algeria (extinct), Israel (extinct), Socotra (extinct) and south Oman,where the species still exists (Waterston 1981, Schneider and Dumont 1997, van der Weide and Kalkmann 2008, Reimer 2009).<p></p>",10/04/2012,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats and is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern, although local threats and declines may occur.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"This is a widespread species which is not threatened at the global scale. Drainage and destruction of swampy habitats caused by agriculture, and water pollution, are local threats to the species.",This species is not utilized.,60037
Afrotropical|Indomalayan|Palearctic,"<span style=""background-color: rgb(255, 255, 255); "">This common widespread species does not require immediate conservation attention.</span>","This species breeds in any kind of temporary or permanent pond, pool and lake bordered with rushes and any other helophyte.",Incomplete,"<span style=""background-color: rgb(255, 255, 255); "">A common species, though n</span>o trend may be established.&#160;Huge seasonal swarms are known in the Palearctic with origins in tropical Africa and reproduction more&#160;northerly. Rate of reproduction in the Paleactic and further migrations is under the&#160;dependence&#160;of the wet season and the number of flooded temporary pools as well as the temperatures.",Unknown,"<em>Anax ephippiger</em> is an obligate&#160;Afro-tropical&#160;migrant which expands north with the&#160;seasonal&#160;monsoon fronts. It may reach far to northern latitudes and has been found dead or dying in Iceland in the past. The winter/spring 2011 migration will remain one of the most famous in Europe as it reached a very large area in France and the UK and was even found in the Faroe Islands. The species is thus known from a huge range [one male was even captured in the French Guiana in South America some year ago (Machet and Duquef 2004)] and reproduce temporarily in the Palearctic (northern Africa, Europe, central and southern Asia&#160;). The new generation leaves its native countries for unknown destinations. All the area in which the species reproduces successfully pertains to its range, although it doesn't occupy it all year round or every year.",25/02/2010,3.1,,true,LC,,false,false,,"<span style=""background-color: rgb(255, 255, 255); "">This is a widespread species with no known major threats, and is therefore assessed as Least Concern.</span>",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"<em>Anax ephippiger</em>&#160;is not threatened at the global scale, although local declines may occur due to habitat destruction and water pollution.",There is no use or trade information for this species.,59811
Afrotropical|Indomalayan|Palearctic,"This is a widespread species, and specific conservation measures are not needed.","<em>Anax imperator</em> breeds in any kind of standing and slow running waters bordered with rushes and weeds. It is a familiar species on all open waters, where males patrol and hawk restless over their territory and exclude their congeners. Males most generally don't accompany the female during oviposition.",Incomplete,The species is generally common and shows often large populations.,Stable,"<em>Anax imperator</em>&#160;is known from the whole Africa to most of Europe, the Arabian Peninsula and southwest and Central Asia. Within India it is present in West Bengal (Kolkata district), Uttarakhand, Maharashtra and Tamil Nadu. The species is presently expanding to the north due to the global warming and has been found in the southern part of Sweden up to Uppsala. In the British Isles, its northern limit shifted by 80 km to the north so that now the species is known from Scotland.",15/10/2009,3.1,,true,LC,,false,false,,<em>Anax imperator</em> is a widespread species with no major threat worldwide and it is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"<em>Anax imperator</em>&#160;is not threatened at the global scale, although local declines may occur due to habitat destruction and water pollution.",No use of this species is known.,59812
Afrotropical|Palearctic,"No conservation measures are known but information on taxonomy, population ecology, habitat status and population trends would be valuable.","The species reproduce in swamps, pools and rivers in arid country.",Done,Population size is unknown.,Unknown,"<em>Azuragrion nigridorsum</em> ranges from South Africa to Ethiopia and&#160;the south of the Arabian Peninsula, including Socotra. Westernmost records (Niger, Mali, Guinea-Bissau, Cameroon)&#160;are&#160;most likely misidentification and should pertain to <em>A. vansomereni</em> (Bissau record is illustrated and clearly belong to that species).",03/05/2009,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats and that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),The main threats to the species are drainage and destruction of swampy habitats due to agriculture.,This species is not utilized.,59819
Afrotropical|Palearctic,"No conservation measures are known but information on population ecology, habitat status and population trends would be valuable.","Any kind of standing water, permanent and&#160;intermittent&#160;wadis; absent from the driest areas such as the Kalahari and the inland Arabian desert.",Done,Population size is unknown but the species is often common to very abundant.,Stable,"<span style=""background-color: rgb(255, 255, 255); "">The Common Pond Damsel </span><em>Ceriagrion glabrum</em><span style=""background-color: rgb(255, 255, 255); "">&#160;</span>is widespread from South Africa to the Sahel and formerly occurred along the Nile River valley&#160;(Andres 1928). It reaches the southern half of the Arabian Peninsula, including Socotra Island.",10/04/2012,3.1,,true,LC,,false,false,,<em>Ceriagrion glabrum</em>&#160;is a widespread species with no known major widespread threats and that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"<span style=""background-color: rgb(255, 255, 255); "">The Common Pond Damsel is not under any serious threats across its global range.</span>",This species is not utilized.,59828
Afrotropical|Indomalayan|Palearctic,None required for this widespread species.,"<em>Diplacodes lefebvrii</em> is recorded from almost all kinds of well-vegetated freshwater habitats, including  seasonal.",Done,<p>The species is widespread in the core of its area but population size is unknown.</p>,Stable,"<span style=""background-color: rgb(255, 255, 255); ""><em>Diplacodes lefebvrii</em></span><span style=""background-color: rgb(255, 255, 255); ""><em>&#160;</em>is a very widespread and common species in Africa,&#160;across&#160;the Indian Ocean and into Eurasia and Europe. In Africa it is found nearly everywhere outside forest areas. It is found from the Indian subcontinent to southwest Asia and Arabia. In the Mediterranean it is fairly common on the south and east coast. Its European range is confined to Cyprus, the Greek island of Rhodes and the southern half of the Iberian Peninsula.</span>",15/07/2010,3.1,,true,LC,,false,false,,"<span style=""FONT-STYLE: italic"">Diplacodes lefebvrii </span>is assessed as Least Concern in view of its wide distribution and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"<em>Diplacodes lefebvrii</em> is not threatened at the global scale, although local decline may occur due to habitat destruction and water pollution",This species is not utilized.,59864
Afrotropical|Australasian|Indomalayan|Palearctic,No conservation actions are needed for this species.,"This species is highly ubiquitous and occupies a variety of stagnant and slow-flowing&#160;water bodies, up to 3,100 m asl. It is salt and pollution tolerant (e.g. coastal lagoons, pools in desert areas, polluted streams and rivers).",Incomplete,This is an extremely common species over much of its range.,Stable,"<span style=""font-style: italic;"">Ischnura senegalensis</span> is extremely widespread in tropical and subtropical parts of the old world, extending from Africa to Japan and south to western New Guinea. Within political Europe, it is known only from a minute colony in Tenerife (Canary Islands, Spain). It is lacking from areas with intact forest cover.",24/01/2010,3.1,,true,LC,,false,false,,"<span style=""font-style: italic;"">Ischnura senegalensis</span> is a very widespread and common species that occupies a broad range of habitats and is tolerant to disturbance and pollution. It is assessed as Least Concern.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"This species is not threatened at the global scale, although local decreases and extinction may occur due to habitat destruction and water pollution.",This species is not utilized.,59897
