Reference_type,access_date,alternate_title,author,date,edition,externalBibCode,internal_taxon_id,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Assessment,,,"Longfield, C.",,,,60062,,"Odonata, dragonflies, Angola",,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,6879,"Waterston, A.R.",,,,60062,,,,,,Journal,,,,,,,Insects of Southern Arabia. Odonata from the Yemens and Saudi Arabia,rldb,,,1984
Assessment,,6880,Schneider W.,,,,60062,,,,,,Journal,,,,,,,"Dragonflies (Odonata) of the Wahiba Sands and adjacent Areas, Eastern Oman",rldb,,,1988
Assessment,,,"Al-Safadi, M.M.",,,,60062,,"Al-Safadi, M.M. 1990. Dragonflies (Odonata) of the Yemen Arab Republic. <i>Fauna of Saudi Arabia</i> 11: 18–30.",,,18-30,,,,Fauna of Saudi Arabia,,,,Dragonflies (Odonata) of the Yemen Arab Republic,Journal Article,,11,1990
Assessment,,,"Suhling, F. and Martens, A.",,1st,,60062,978-99916-0-764-1,,,,VI + 280,Windhoek,Gamsberg Macmillan Publishers,,,,,,Dragonflies and Damselflies of Namibia,Book,,,2007
Assessment,,,"Pinhey, E.",,,,60062,,"taxonomy, Africa, Odonata, Trithemis, distribution",,,1-159,,,,Memoirs of the Entomological Society of southern Africa,,,,Monographic study of the genus <i>Trithemis</i> Brauer (Odonata: Libellulidae),Journal Article,,11,1970
Assessment,,,"Pinhey, E.",,,,60062,,"Pinhey, E. 1970. A new approach to African <i>Orthetrum</i> (Odonata). <i>Occasional Papers of the National Museum of Southern Rhodesia (B)</i> 4(30):221–361.",,,261-321,,,,Occasional Papers of the National Museum of Southern Rhodesia (B),,,,A new approach to African <i>Orthetrum</i> (Odonata),Journal Article,,4,1970
Assessment,,,"Pinhey, E.",,,,60062,,"Odonata, dragonflies, Angola, Gomphidae",,,81-86,,,,Publiçacões culturais Companhia de Diamantes de Angola Lisboa,,,Published,Some dragonflies (Odonata) from Angola; and descriptions of three new species of the family Gomphidae,journal article,,56,1961
Assessment,,,"Schneider, W. and Dumont, H.J.",,,,60062,,Schneider W. and Dumont H.J. 1997. The Dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist. <i>Fauna of Saudi Arabia</i> 16: 89–110.,,,89-110,,,,Fauna of Saudi Arabia,,,,The dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist,Journal Article,,16,1997
Assessment,,,"Pinhey, E.",,,,60062,,"Odonata, dragonflies, Africa",,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Ris, F.",,,,60062,,"Odonata, dragonflies, Angola",,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Pinhey, E.",,,,60062,,"Pinhey, E. 1975. A collection of Odonata from Angola. <i>Arnoldia</i> 23: 1–16.",,,16-Jan,,,,Arnoldia,,,,A collection of Odonata from Angola,Journal Article,,23,1975
Assessment,,,"Pinhey, E.",,,,60062,,"Odonata, dragonflies, Zimbabwe, Zambia",,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,60062,,"Pinhey, E. 1985. A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera. <i>Journal of the Entomological Society of southern Africa</i> 48: 1-48.",,,1-48,,,,Journal of the Entomological Society of South Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera,Journal Article,,48,1985
Assessment,,,"Subramanian, K.A.",,,,60062,,,,,118,"Bangalore, India.",Project Lifescape. Indian Academy of Sciences,,,,,,Dragonflies and Damselflies of Peninsular India – A Field Guide.,Book,,,2005
Assessment,,,"Durand, E.  and Renoult, J-P.",,,,60062,,,,,16-Jul,,,,Poiretia,,,Published,[Addition à l'Odonatofaune de l'Adrar Mauritanien],journal article,http://poiretia.maghreb.free.fr/publications.html,4,2012
Assessment,,,"Schneider, W. and Krupp, F.",,,,60062,,,,,63-78,,,,Fauna of Saudi Arabia,,,Published,"Dragonfly records from Saudi Arabia, with an annotated checklist of the species from the Arabian Peninsula (Insecta: Odonata)",journal article,,13,1993
Assessment,,,"Dumont, H.J. and Al-Safadi, M.M.",,,,60078,,,,,114-117,,,,Notulae odonatologicae,,,Published,Additions to the dragonfly fauna of Yemen,journal article,,3,1991
Assessment,,,"Van der Weide, M.J.T. and Kalkman, V.J.",,,,60078,,,,,52-54,,,,"Agrion, Newsletter of the Worldwide Dragonfly Association",,,Published,Some new records of dragonflies from Oman,journal article,,12,2008
Assessment,,,"Giles, G.B. ",,,,60078,,,,,15-Sep,,,,"Tribulus, Bulletin of the Emirates Natural History Group",,,Published,An illustrated checklist of the damselflies and dragonflies of the United Arab Emirates,journal article,,8,1998
Assessment,,7663,"Schneider, W. and Dumont, H.J.",,,,60078,,,,,211-231,"Aden, 1996",,,First International Scientific Symposium on Socotra Island: present and future,,,Published,Checklist of the Dragonflies and Damselflies of Soqotra Island (Insecta: Odonata),conference proceedings,,1,1998
Assessment,,,"Wilson, K.D.P.",,,,60078,,,,,56-57,,,,"Agrion, newsletter of the Worldwide Dragonfly Association",,,Published,A brief trip to United Arab Emirates and northern Oman,journal article,,12,2008
Assessment,,,"Meurgey, F. (coord.)",,,,60078,,,,,139,Versailles,Société française d'Odonatologie,,,,,Published,Les Odonates des Départements et Collectivités d'outre-mer français,book,,,2006
Assessment,,,"Martiré, D.",,,,60078,,,,,72,Mèze,Biotope  (collection Parthenope) and Muséum national d'histoire naturelle,,,,,Published,Les Libellules et Ephémères de La Réunion,book,,,2010
Assessment,,,"Fraser, F.C.",,,,60078,,,,,"423-522, plates 9-10",,,,Records of the Indian Museum,,,Published,"A survey of the Odonate (Dragonfly) fauna of western India, with special remarks on the genera <i>Macromia</i> and <i>Idionyx</i> and descriptions of thirty new species, with appendices I, II",journal article,,26,1924
Assessment,,,"Fraser, F.C.",,,,60078,,,,,762-769,,,,Journal Bombay Natural History Society,,,Published,A revision of the genus <i>Zygonyx Selys</i>,journal article,,31,1926
Assessment,,,"Martens, A.",,,,60078,,,,,241-254,,,,International Journal of Odonatology,,,Published,"Ecology of the dragonflies at the westernmost spot of Africa, the island of Santo Antão, Cape Verde (Odonata)",journal article,,13,2010
Assessment,,,"Pinhey, E.",,,,60078,,,,,73-76,,,,"Arnoldia, Zimbabwe",,,Published,Notes on the distribution of <i>Tetrathemis polleni</i> (Selys) and a new subspecies of Zygonyx torrida (Kirby) (Odonata: Libellulidae),journal article,,9,1981
Assessment,,,"Jacquemin, G. and Boudot, J.-P.",,,,60078,,"Odonata, Morocco",,1,149,Bois d'Arcy,Société Française d'Odonatologie,,,,,,Les Libellules (Odonates) du Maroc,Book,,,1999
Assessment,,7660,"Kimmins, D.E.",,,,60078,,,,,,Journal,,,,,,,The Odonata and Neuroptera of the Island of Socotra,rldb,,,1961
Assessment,,,"Waterston, A.R. and  Pittaway, A.R.",,,,60078,,,,,131-168,,,,Journal of Oman Studies,,,Published,The Odonata or Dragonflies of Oman and neighbouring territories,journal article,,10,1991 (1989)
Assessment,,,"Riservato, E., Grieco, C., Pella, F., Sindaco, R., Pupin, F., Suleiman, A.S. and Fasola, M.",,,,60078,,,,,101-106,,,,Zoology in the Middle East,,,Published,A contribution to the knowledge of the odonatofauna of the Socotra Archipelago (Yemen),journal article,,50,2010
Assessment,,,"Krupp, F., Apel, M., Hamoud, A., Schneider, W. and Zajonz, U.",,,,60078,,,,,11-32.,,,,Fauna of Arabia,,,Published,Zoological survey in the Red Sea coastal zone of Yemen.,journal article,,21,2006
Assessment,,6879,"Waterston, A.R.",,,,60078,,,,,,Journal,,,,,,,Insects of Southern Arabia. Odonata from the Yemens and Saudi Arabia,rldb,,,1984
Assessment,,,"Schneider, W. and Dumont, H.J.",,,,60078,,Schneider W. and Dumont H.J. 1997. The Dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist. <i>Fauna of Saudi Arabia</i> 16: 89–110.,,,89-110,,,,Fauna of Saudi Arabia,,,,The dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist,Journal Article,,16,1997
Assessment,,,"Schneider, W. and Nasher, A.K.",,,,60078,,,,,13-Jan,,,,"Journal of the International Dragonfly fund, IDF Report",,,Published,Dragonflies from mainland Yemen and Socotra- Archipelago – additional records and novelties,journal article,,57,2013
Assessment,,,"Schneider, W. and Krupp, F.",,,,60078,,,,,63-78,,,,Fauna of Saudi Arabia,,,Published,"Dragonfly records from Saudi Arabia, with an annotated checklist of the species from the Arabian Peninsula (Insecta: Odonata)",journal article,,13,1993
Assessment,,,"Samways, M.J.",,,,60049,,"Odonata, dragonflies, South Africa, red listing",,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Pinhey, E.",,,,60049,,"Odonata, dragonflies, Angola, Gomphidae",,,71-76,,,,Publiçacões culturais Companhia de Diamantes de Angola Lisboa,,,Published,"A collection of Odonata from Dundo, Angola. With the descriptions of two new species of Gomphids",journal article,,56,1961
Assessment,,,"Pinhey, E.",,,,60049,,"Pinhey, E. 1964. Dragonflies (Odonata) of the Angola–Congo borders of Rhodesia. <i>Publiçaciones culturais Companhia de Diamantes de Angola Lisboa</i> 63: 97–129.",,,97-129,,,,Publiçacões culturais Companhia de Diamantes de Angola Lisboa,,,Published,Dragonflies (Odonata) of the Angola-Congo borders of Rhodesia,journal article,,63,1964
Assessment,,,"Meurgey, F. (coord.)",,,,60049,,,,,139,Versailles,Société française d'Odonatologie,,,,,Published,Les Odonates des Départements et Collectivités d'outre-mer français,book,,,2006
Assessment,,,"Martiré, D.",,,,60049,,,,,72,Mèze,Biotope  (collection Parthenope) and Muséum national d'histoire naturelle,,,,,Published,Les Libellules et Ephémères de La Réunion,book,,,2010
Assessment,,,"Tariq Chauldry, M.",,,,60049,,,,,190,"Rawalpindi, Pakistan","Arid Agriculture University, Faculty of Crop and Food Sciences",,Department of Entomology,,,Published,Systematics of Dragonflies (Anisoptera: Odonata) of Pakistan,thesis,,,2010
Assessment,,,"Meurgey, F. and Picard, L.",,,,60049,,,,,440,Mèze,Biotope (collection Parthenope) & Muséum national d'histoire naturelle,,,,,Published,Les Libellules des Antilles françaises,book,,,2011
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60049,,"Odonata, dragonflies, South Africa",,,,Nylstroom,Tarboton and Tarboton,,,,,Published,A field guide to the dragonflies of South Africa,book,,,2002
Assessment,,,"Longfield, C.",,,,60049,,"Longfield, C. 1959. The Odonata of North Angola. Part II. <i>Publicacoes Culturais Companhia de Diamantes de Angola</i> 45:13–42.",,,15-41,,,,Publicações culturais Companhia de Diamantes de Angola,,,Published,The Odonata of North Angola. Part II,journal article,,45,1959
Assessment,,,"Bedjanic, M., Conniff, K. and  de Silva Wijeyeratne, G.",,,,60049,978-955-1079-15-4,,,,248,Colombo,Jetwing Eco Holidays,,Gehan’s Photo Guide,,,Published,Dragonflies of Sri Lanka,book,http://www.google.fr/url?sa=t&rct=j&q=a%20photographic%20guide%20to%20the%20dragonflies%20of%20sri%20lanka.&source=web&cd=2&ved=0CDgQFjAB&url=http%3A%2F%2Fjetwingeco.com%2Fuploadimages%2FFile%2FGPG_2007_12_07.pdf&ei=QRNCT-WtAYKl0QXw79SPDw&usg=AFQjCNFnEF8L20e3PFw99SVUSisEObaTeQ,,2007
Assessment,,,"Fraser, F.C.",,,,60049,,,,,,Tananarive,Publications de l´Institut de Recherche scientifique Tananarive-Tsimbazaza.,,Faune de Madagascar,,,,Faune de Madagascar I. Insectes Odonates Anisoptères.,Book,,,1956
Assessment,,,"McLachlan, R.",,,,60049,,,,1,398-403,Liverpool,Liverpool Museum,Forbes H.O.,The Natural History of Sokotra and Abd-el-Kuri,,,Published,The Dragon-flies of Sokotra,book section,,1,1903
Assessment,,,"Samways, M.J.",,,,60049,978-954-642-330-6,,,,297,Sofia-Moscou,Pensoft,,,,,Published,Dragonflies of South Africa,book,,,2008
Assessment,,,"Waterston, A.R. and  Pittaway, A.R.",,,,60049,,,,,131-168,,,,Journal of Oman Studies,,,Published,The Odonata or Dragonflies of Oman and neighbouring territories,journal article,,10,1991 (1989)
Assessment,,,"Riservato, E., Grieco, C., Pella, F., Sindaco, R., Pupin, F., Suleiman, A.S. and Fasola, M.",,,,60049,,,,,101-106,,,,Zoology in the Middle East,,,Published,A contribution to the knowledge of the odonatofauna of the Socotra Archipelago (Yemen),journal article,,50,2010
Assessment,,,"Pinhey, E.",,,,60049,,"Odonata, dragonflies, South Africa",,,147-188,,,,Journal of the Entomological Society of South Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Pinhey, E.",,,,60049,,"Odonata, dragonflies, Botswana",,,524-601,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,"Dragonflies (Odonata) of Botswana, with ecological notes",Journal Article,,5,1976
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,60049,,"Odonata, dragonflies, Namibia",,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
Assessment,,,"Longfield, C.",,,,60049,,"Longfield, C. 1947. The Odonata of South Angola. <i>Arquivos do Museu Bocage, Lisboa</i> 16: 1–31.",,,31-Jan,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,60049,,"Odonata, dragonflies, Angola",,,159-164,,,,"Revista de Biologia, Lisboa",,,,"Odonata from Luanda and the Lucala River, Angola",Journal Article,,5,1965
Assessment,,,"Kipping, J.",,,,60049,,"Odonata, dragonflies, Botswana, checklist",,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Pinhey, E.",,,,60049,,"Odonata, dragonflies, Mozambique",,,557-631,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,Checklist of the Odonata of Mozambique,Journal Article,,6,1981
Assessment,,,IUCN,04-May-06,,,60049,,"Species, Red List",05-Jun,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,2006 IUCN Red List,,2006 IUCN Red List of Threatened Species,Electronic Source,www.iucnredlist.org,2006,2006
Assessment,,,"Samways, M.J.",,,,60049,,"Odonata, dragonflies, South Africa",,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Longfield, C.",,,,60049,,"Odonata, dragonflies, Angola",,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,,"Suhling, F. and Martens, A.",,1st,,60049,978-99916-0-764-1,,,,VI + 280,Windhoek,Gamsberg Macmillan Publishers,,,,,,Dragonflies and Damselflies of Namibia,Book,,,2007
Assessment,,,"Martens, A., Jödicke, R. and Suhling, F.",,,,60049,,"Odonata, dragonflies, Namibia",,,139-160,,,,Cimbebasia,,,,Annotated checklist of the Odonata of Namibia,Journal Article,,18,2003
Assessment,,,"Pinhey, E.",,,,60049,,"Odonata, dragonflies, Angola, Gomphidae",,,81-86,,,,Publiçacões culturais Companhia de Diamantes de Angola Lisboa,,,Published,Some dragonflies (Odonata) from Angola; and descriptions of three new species of the family Gomphidae,journal article,,56,1961
Assessment,,,"Schneider, W. and Dumont, H.J.",,,,60049,,Schneider W. and Dumont H.J. 1997. The Dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist. <i>Fauna of Saudi Arabia</i> 16: 89–110.,,,89-110,,,,Fauna of Saudi Arabia,,,,The dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist,Journal Article,,16,1997
Assessment,,,"Pinhey, E.",,,,60049,,"Odonata, dragonflies, Africa",,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Ris, F.",,,,60049,,"Odonata, dragonflies, Angola",,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Pinhey, E.",,,,60049,,"Pinhey, E. 1975. A collection of Odonata from Angola. <i>Arnoldia</i> 23: 1–16.",,,16-Jan,,,,Arnoldia,,,,A collection of Odonata from Angola,Journal Article,,23,1975
Assessment,,,"Pinhey, E.",,,,60049,,"Odonata, dragonflies, Zimbabwe, Zambia",,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,60049,,"Pinhey, E. 1985. A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera. <i>Journal of the Entomological Society of southern Africa</i> 48: 1-48.",,,1-48,,,,Journal of the Entomological Society of South Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera,Journal Article,,48,1985
Assessment,,,"Hämäläinen, M. and Pinratana, A.",,,,60049,,,,,,,"Brothers of St. Gabriel in Thailand, Bangkok.",,,,,Published,Atlas of the dragonflies of Thailand. Distribution maps by provinces,book,,,1999
Assessment,,,"Subramanian, K.A.",,,,60049,,,,,118,"Bangalore, India.",Project Lifescape. Indian Academy of Sciences,,,,,,Dragonflies and Damselflies of Peninsular India – A Field Guide.,Book,,,2005
Assessment,,,"Schneider, W. and Krupp, F.",,,,60049,,,,,63-78,,,,Fauna of Saudi Arabia,,,Published,"Dragonfly records from Saudi Arabia, with an annotated checklist of the species from the Arabian Peninsula (Insecta: Odonata)",journal article,,13,1993
Assessment,,,"Reimer, R.W.",,,,60049,,,,,22-23,,,,"AGRION, Newsletter of the Worldwide Dragonfly Association",,,Published,"<i>Tramea basilaris</i> (Beauvais, 1817) new to UAE",journal article,,15,2011
Assessment,,,"Grand, D.",,,,60049,,,,,02-Jan,,,,Martinia,,,Published,"<i>Tramea basilaris</i> (Palisot de Beauvois, 1805) : un nouveau Libellulidae pour l’île de la Réunion (Odonata, Anisoptera : Libellulidae)",journal article,,26,2010
Assessment,,,"Van der Weide, M.J.T. and Kalkman, V.J.",,,,60037,,,,,52-54,,,,"Agrion, Newsletter of the Worldwide Dragonfly Association",,,Published,Some new records of dragonflies from Oman,journal article,,12,2008
Assessment,,,"Meurgey, F. (coord.)",,,,60037,,,,,139,Versailles,Société française d'Odonatologie,,,,,Published,Les Odonates des Départements et Collectivités d'outre-mer français,book,,,2006
Assessment,,,"Martiré, D.",,,,60037,,,,,72,Mèze,Biotope  (collection Parthenope) and Muséum national d'histoire naturelle,,,,,Published,Les Libellules et Ephémères de La Réunion,book,,,2010
Assessment,,,"Waterston, A.R.",,,,60037,,,,,149-151,,,,Journal of Oman studies. Special Report,,,Published,The Dragonflies (Odonata) of Dhofar,journal article,,2,1980
Assessment,,,"Fraser, F.C.",,,,60037,,,,,,Tananarive,Publications de l´Institut de Recherche scientifique Tananarive-Tsimbazaza.,,Faune de Madagascar,,,,Faune de Madagascar I. Insectes Odonates Anisoptères.,Book,,,1956
Assessment,,6983,"Pinhey, E.",,,,60037,,,,,,Journal,,,,,,,A descriptive catalogue of the Odonata of the African continent,rldb,,,1962
Assessment,,,"Waterston, A.R. and  Pittaway, A.R.",,,,60037,,,,,131-168,,,,Journal of Oman Studies,,,Published,The Odonata or Dragonflies of Oman and neighbouring territories,journal article,,10,1991 (1989)
Assessment,,,"Riservato, E., Grieco, C., Pella, F., Sindaco, R., Pupin, F., Suleiman, A.S. and Fasola, M.",,,,60037,,,,,101-106,,,,Zoology in the Middle East,,,Published,A contribution to the knowledge of the odonatofauna of the Socotra Archipelago (Yemen),journal article,,50,2010
Assessment,,,"Suhling, F. and Martens, A.",,1st,,60037,978-99916-0-764-1,,,,VI + 280,Windhoek,Gamsberg Macmillan Publishers,,,,,,Dragonflies and Damselflies of Namibia,Book,,,2007
Assessment,,,"Schneider, W. and Dumont, H.J.",,,,60037,,Schneider W. and Dumont H.J. 1997. The Dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist. <i>Fauna of Saudi Arabia</i> 16: 89–110.,,,89-110,,,,Fauna of Saudi Arabia,,,,The dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist,Journal Article,,16,1997
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60037,,"Odonata, dragonflies, South Africa",,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the dragonflies of South Africa,book,,,2002
Assessment,,,"Reimer, R.W.",,,,60037,,,,,45-47,,,,"AGRION, Newsletter of the Worldwide Dragonfly Association",,,Published,Additional records for Oman,journal article,,13,2009
Assessment,,,"Samraoui, B., Benyacoub, S., Mecibah, S. and Dumont, H.J.",,,,60037,,,,,365-372,,,,Odonatologica,,,Published,"Afrotropical libellulids in the lake district of El kala, NE Algeria, with a rediscovery of <i>Urothemis e. edwardsi</i> (Selys) and <i>Acisoma panorpoides ascalaphoides</i> (Rambur) (Anisoptera: Libellulidae)",journal article,,22,1993
Assessment,,,"Gillett, M.P.T. and Gillett, P.D.T.",,,,59811,,,,,19-Dec,,,,Tribulus,,,Published,"A winter survey of insects and other terrestrial invertebrates on Marawah Island, Abu Dhabi",journal article,,12,2002
Assessment,,,"Reimer, R.W., Feulner, G.R. and Hornby, R.J., ",,,,59811,,,,,28-39,,,,Tribulus,,,Published,Errata and addenda: updated illustrated checklist of dragonflies of the UAE – including a third species of Ischnura damselfly,journal article,http://www.enhg.org/Home/Publications/Tribulus.aspx,18,2009
Assessment,,,"Van der Weide, M.J.T. and Kalkman, V.J.",,,,59811,,,,,52-54,,,,"Agrion, Newsletter of the Worldwide Dragonfly Association",,,Published,Some new records of dragonflies from Oman,journal article,,12,2008
Assessment,,7663,"Schneider, W. and Dumont, H.J.",,,,59811,,,,,211-231,"Aden, 1996",,,First International Scientific Symposium on Socotra Island: present and future,,,Published,Checklist of the Dragonflies and Damselflies of Soqotra Island (Insecta: Odonata),conference proceedings,,1,1998
Assessment,,,"Boudot, J.P., Kalkman, V.J., Azpilicueta Amorín, M., Bogdanović, T., Cordero Rivera, A., Degabriele, G., Dommanget, J.L., Ferreira, S., Garrigós, B., Jović, M., Kotarac, M., Lopau, W., Marinov, M., Mihoković, N., Riservato, E., Samraoui, B. and Schneider, W.",,,,59811,,,,,256 pp.,,,,Libellula Supplement,,,Published,Atlas of the Odonata of the Mediterranean and North Africa,journal article,,9,2009
Assessment,,,"Feulner, G.R., Reimer, R.W. and Hornby, R.J.",,,,59811,,,,,37-62,,,,Tribulus,,,Published,An updated illustrated checklist of dragonflies and damselflies of the UAE,journal article,http://www.enhg.org/Home/Publications/Tribulus.aspx,17,2007
Assessment,,,"Shalaby, F.",,,,59811,,,,,211-228,,,,Bulletin de la Société Entomologique d'Egypte,,,Published,A preliminary survey of the insect fauna of Saudi Arabia,journal article,,45,1961
Assessment,,6899,"Waterston, A.R.",,,,59811,,,,,,Journal,,,,,,,Insects of Saudi Arabia. Odonata,rldb,,,1980
Assessment,,,"Carfì, S., Romano, V. and Terzani, F.",,,,59811,,"Carfi, S., Romano, V. and Terzani, F. 1995. Some dragonflies from the North of the Republic of Yemen. <i>Boll. soc. entomol. ital</i>. 126(3): 195–199.",,,195-199,,,,Bolletino de la Società Entomologica Italiana,,,Published,Some dragonflies from the North of the Republic of Yemen,journal article,,126,1995
Assessment,,,"Lambret, P. and Boudot, J.-P.",,,,59811,,,,,153-155,,,,"Martinia, ",,,Published,"<i>Nesciothemis farinosa</i> (Förster, 1898) et <i>Orthetrum ransonnetii </i>(Brauer, 1868) nouveaux pour l'Arabie Saoudite et autres observations d'Odonates sur les reliefs côtiers de la Mer Rouge",journal article,,25,2009
Assessment,,,"Waterston, A.R.",,,,59811,,,,,149-151,,,,Journal of Oman studies. Special Report,,,Published,The Dragonflies (Odonata) of Dhofar,journal article,,2,1980
Assessment,,,"Grunwell, M.",,,,59811,,,,,,,,,Journal of the Qatar Natural History Group,,,Published,Dragonflies and damselflies in Qatar,journal article,,,2010
Assessment,,7656,"Dumont, H.J. and Al-Safadi, M.M.",,,,59811,,,,,,Journal,,,,,,,Further additions to the Dragonfly Fauna of the Republic of Yemen (Odonata),rldb,,,1993
Assessment,,,"McLachlan, R.",,,,59811,,,,1,398-403,Liverpool,Liverpool Museum,Forbes H.O.,The Natural History of Sokotra and Abd-el-Kuri,,,Published,The Dragon-flies of Sokotra,book section,,1,1903
Assessment,,,"Waterston, A.R. and  Pittaway, A.R.",,,,59811,,,,,131-168,,,,Journal of Oman Studies,,,Published,The Odonata or Dragonflies of Oman and neighbouring territories,journal article,,10,1991 (1989)
Assessment,,,"Riservato, E., Grieco, C., Pella, F., Sindaco, R., Pupin, F., Suleiman, A.S. and Fasola, M.",,,,59811,,,,,101-106,,,,Zoology in the Middle East,,,Published,A contribution to the knowledge of the odonatofauna of the Socotra Archipelago (Yemen),journal article,,50,2010
Assessment,,,"Schneider, W. and Dumont, H.J.",,,,59811,,,,,89-110,,,,Fauna of Saudi Arabia,,,Published,The Dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist,journal article,,16,1997
Assessment,,,"Al-Houty, W.",,,,59811,,,,,62,,,,Entomologist's Monthly Magazine,,,Published,Some Odonata from Kuwait,journal article,,121,1985
Assessment,,6880,Schneider W.,,,,59811,,,,,,Journal,,,,,,,"Dragonflies (Odonata) of the Wahiba Sands and adjacent Areas, Eastern Oman",rldb,,,1988
Assessment,,,"Al-Safadi, M.M.",,,,59811,,"Al-Safadi, M.M. 1990. Dragonflies (Odonata) of the Yemen Arab Republic. <i>Fauna of Saudi Arabia</i> 11: 18–30.",,,18-30,,,,Fauna of Saudi Arabia,,,,Dragonflies (Odonata) of the Yemen Arab Republic,Journal Article,,11,1990
Assessment,,,"Waterston, A.R.",,,,59811,,,,,451-472,,,,Fauna of Saudi Arabia,,,Published,Insects of Southern Arabia. Odonata from the Yemens and Saudi Arabia,journal article,,6,1984
Assessment,,,"Faragalla, A., Moussa, M.E., Badawi, A.I., Ibrahim, M.A. and Dabbour, A.I.",,,,59811,,,,,139-143,,,,Tropical Pest Managment,,,Published,A partial list of beneficial insect species of two localities in the central region of Saudi Arabia,journal article,,31,1985
Assessment,,,UEA natur forum,,,,59811,,,,,,,,,,,,Published,,electronic source,http://www.uaebirding.com/forum/,,2010-2012
Assessment,,,"Dumont, H.J. and Al-Safadi, M.M.",,,,59811,,,,,114-117,,,,Notulae Odonatologicae,,,Published,Additions to the dragonfly fauna of Yemen,journal article,,3,1991
Assessment,,,"Machet P. and Duquef, M.",,,,59811,,,,,121-124,,,,Martinia,,,Published,"Un visiteur inattendu, et de taille !... <i>Hemianax ephippiger</i> (Burmeister, 1839) capturé à la Guyane française.",journal article,,20,2004
Assessment,,,"Reimer, R.W.",,,,59811,,,,,22-23,,,,"AGRION, Newsletter of the Worldwide Dragonfly Association",,,Published,"<i>Tramea basilaris</i> (Beauvais, 1817) new to UAE",journal article,,15,2011
Assessment,,6901,"Schneider, W. and Krupp, F.",,,,59811,,,,,63-78,Journal,,,Fauna of Saudi Arabia,,,,"Dragonfly records from Saudi Arabia, with an annotated checklist of the species from the Arabian Peninsula (Insecta: Odonata)",journal article,,13,1993
Assessment,,,"Dumont, H.J. and Al-Safadi, M.M.",,,,59812,,,,,114-117,,,,Notulae odonatologicae,,,Published,Additions to the dragonfly fauna of Yemen,journal article,,3,1991
